Model	Trait	Lab	Sex	Population	Estimate	SE
glmer_pop	Dia	Bergland	F	AK	0.175188606271743	0.278984447606004
glmer_pop	Dia	Bergland	F	GI	0.390708264108854	0.301003121282892
glmer_pop	Dia	Bergland	F	KA	0.523332673838792	0.261809314529323
glmer_pop	Dia	Bergland	F	MA	0.926131772731969	0.28257194628099
glmer_pop	Dia	Bergland	F	MU	1.02401234465307	0.286929573865551
glmer_pop	Dia	Bergland	F	RE	0.475245690690137	0.329406568362239
glmer_pop	Dia	Bergland	F	UM	1.55262225663393	0.319469904317203
glmer_pop	Dia	Bergland	F	VA	1.25257764264857	0.289805061575627
glmer_pop	Dia	Bergland	F	YE	1.01858687241593	0.262655455745484
glmer_pop	Dia	Flatt	F	AK	3.9887587112319	0.549305358424722
glmer_pop	Dia	Flatt	F	GI	3.66581434847192	0.609523931166924
glmer_pop	Dia	Flatt	F	KA	4.39660145602249	0.615202732730898
glmer_pop	Dia	Flatt	F	MA	3.79135811078875	0.544906327319343
glmer_pop	Dia	Flatt	F	MU	4.75088051085066	0.612821259943956
glmer_pop	Dia	Flatt	F	RE	3.9830289461456	0.629409404552939
glmer_pop	Dia	Flatt	F	UM	5.07066375059173	0.766540427474645
glmer_pop	Dia	Flatt	F	VA	3.58333087557907	0.513792651151662
glmer_pop	Dia	Flatt	F	YE	3.94222079640008	0.558661178682855
glmer_pop	Dia	Schlotterer	F	AK	0.100284762380548	0.313369683025316
glmer_pop	Dia	Schlotterer	F	GI	0.725507059558118	0.369262785641226
glmer_pop	Dia	Schlotterer	F	KA	0.952691818803522	0.322194748170759
glmer_pop	Dia	Schlotterer	F	MA	1.10456935212311	0.328889551188991
glmer_pop	Dia	Schlotterer	F	MU	1.31181667983507	0.325271855112308
glmer_pop	Dia	Schlotterer	F	RE	1.15434045332462	0.373429276704384
glmer_pop	Dia	Schlotterer	F	UM	2.48979892390536	0.425690109398173
glmer_pop	Dia	Schlotterer	F	VA	1.21080994952507	0.36801591135393
glmer_pop	Dia	Schlotterer	F	YE	1.03164974674877	0.32376083873123
