Model	Predictor	Trait	Lab	Sex	Population	Estimate	SE
lmer	pop	SR	Gonzalez	F	AK	86.6874016006624	3.75531793247521
lmer	pop	SR	Gonzalez	F	GI	75.6668677506514	4.06743945320429
lmer	pop	SR	Gonzalez	F	KA	83.5452641711925	4.43507360093594
lmer	pop	SR	Gonzalez	F	MA	80.837579227088	3.46685404332716
lmer	pop	SR	Gonzalez	F	MU	89.1402010547385	3.94765063820028
lmer	pop	SR	Gonzalez	F	RE	77.1323348647684	4.18776963565427
lmer	pop	SR	Gonzalez	F	UM	80.9435287314043	4.4840961179989
lmer	pop	SR	Gonzalez	F	VA	90.9932614688287	4.49392792206381
lmer	pop	SR	Gonzalez	F	YE	70.8786653038555	4.0509762826834
lmer	pop	SR	Onder	F	AK	91.2945710055599	3.28279391612498
lmer	pop	SR	Onder	F	GI	88.5429603597765	3.49974835218659
lmer	pop	SR	Onder	F	KA	97.8328556616716	3.35018988717835
lmer	pop	SR	Onder	F	MA	92.204933366692	3.1093316065388
lmer	pop	SR	Onder	F	MU	99.1917132356245	3.42607703167128
lmer	pop	SR	Onder	F	RE	87.2117635387251	3.47258706539932
lmer	pop	SR	Onder	F	UM	93.1658211140324	3.27101999899559
lmer	pop	SR	Onder	F	VA	100.067625729286	3.91263997447005
lmer	pop	SR	Onder	F	YE	79.1896952577908	3.09592593971635
lmer	pop	SR	Pasyukova	F	AK	102.364700330534	4.92790210140137
lmer	pop	SR	Pasyukova	F	GI	108.951078713702	5.17244339522406
lmer	pop	SR	Pasyukova	F	KA	104.447301784794	4.95357248551014
lmer	pop	SR	Pasyukova	F	MA	101.189511993262	4.83671598635668
lmer	pop	SR	Pasyukova	F	MU	102.727137475724	5.00454310409588
lmer	pop	SR	Pasyukova	F	RE	102.10571443784	5.02681031082273
lmer	pop	SR	Pasyukova	F	UM	104.19807065829	4.92041854770114
lmer	pop	SR	Pasyukova	F	VA	109.918275180125	5.27720916747955
lmer	pop	SR	Pasyukova	F	YE	88.297059475722	4.82400418655165
lmer	pop	SR	Gonzalez	M	AK	59.8898622752446	4.28305172945709
lmer	pop	SR	Gonzalez	M	GI	50.8152195329251	4.31096046678163
lmer	pop	SR	Gonzalez	M	KA	60.5510319364051	4.47137024455794
lmer	pop	SR	Gonzalez	M	MA	53.8954225293816	4.17492969768095
lmer	pop	SR	Gonzalez	M	MU	65.1197821417358	4.34768287201991
lmer	pop	SR	Gonzalez	M	RE	53.8114454570178	4.33420666954265
lmer	pop	SR	Gonzalez	M	UM	56.8110991142554	4.42514933877958
lmer	pop	SR	Gonzalez	M	VA	58.7027643492014	4.5154798042621
lmer	pop	SR	Gonzalez	M	YE	48.3516625395855	4.167517733138
lmer	pop	SR	Onder	M	AK	72.7737723010808	2.55918630793376
lmer	pop	SR	Onder	M	GI	70.7831832792157	2.72841191644484
lmer	pop	SR	Onder	M	KA	76.4808887363887	2.6113980905922
lmer	pop	SR	Onder	M	MA	72.8443834096061	2.4234994657139
lmer	pop	SR	Onder	M	MU	79.4736442085347	2.67089441228627
lmer	pop	SR	Onder	M	RE	69.4799865493407	2.7069029332629
lmer	pop	SR	Onder	M	UM	76.4037056832653	2.55007502320949
lmer	pop	SR	Onder	M	VA	76.9333781910281	3.04951367569318
lmer	pop	SR	Onder	M	YE	64.7095817335017	2.41304192365424
lmer	pop	SR	Pasyukova	M	AK	68.4243124651826	2.70077364474839
lmer	pop	SR	Pasyukova	M	GI	68.5495144411622	2.95526461996937
lmer	pop	SR	Pasyukova	M	KA	72.6668927505926	2.7326459621559
lmer	pop	SR	Pasyukova	M	MA	69.1073080594354	2.60783084221333
lmer	pop	SR	Pasyukova	M	MU	74.4019444398078	2.77863614684408
lmer	pop	SR	Pasyukova	M	RE	67.9945312889371	2.78438341711649
lmer	pop	SR	Pasyukova	M	UM	72.2168462445778	2.69175154944009
lmer	pop	SR	Pasyukova	M	VA	75.761599608	3.04565289803074
lmer	pop	SR	Pasyukova	M	YE	58.520478576716	2.59001117388201
