Model	Predictor	Trait	Lab	Sex	Population	Estimate	SE
lmer	pop	Pgm_T4	Abbott	F	AK	0.378951916725452	0.0146338199546726
lmer	pop	Pgm_T4	Abbott	F	GI	0.362298476594084	0.0175679703823943
lmer	pop	Pgm_T4	Abbott	F	KA	0.299102096216335	0.0150727444130307
lmer	pop	Pgm_T4	Abbott	F	MA	0.47745745797201	0.0154949594782174
lmer	pop	Pgm_T4	Abbott	F	MU	0.392682290032391	0.0159127644767446
lmer	pop	Pgm_T4	Abbott	F	RE	0.422239320428203	0.0164325831417157
lmer	pop	Pgm_T4	Abbott	F	UM	0.379609437912708	0.0154692878054951
lmer	pop	Pgm_T4	Abbott	F	VA	0.265416309008416	0.0150301472502381
lmer	pop	Pgm_T4	Abbott	F	YE	0.391149273402729	0.0146987519340426
lmer	pop	Pgm_T5	Abbott	F	AK	0.42881339199299	0.0131160271296128
lmer	pop	Pgm_T5	Abbott	F	GI	0.400806312787197	0.0157606367566845
lmer	pop	Pgm_T5	Abbott	F	KA	0.349422385514311	0.0135208760906646
lmer	pop	Pgm_T5	Abbott	F	MA	0.502440136306205	0.0139012154977935
lmer	pop	Pgm_T5	Abbott	F	MU	0.422562322563373	0.0142702646918521
lmer	pop	Pgm_T5	Abbott	F	RE	0.436372064910714	0.0147418950555197
lmer	pop	Pgm_T5	Abbott	F	UM	0.427304023045231	0.0138734798911264
lmer	pop	Pgm_T5	Abbott	F	VA	0.318750865024238	0.0134746406705981
lmer	pop	Pgm_T5	Abbott	F	YE	0.415652144722984	0.0131868135239499
lmer	pop	Pgm_T6	Abbott	F	AK	0.607259658396692	0.0314531187892974
lmer	pop	Pgm_T6	Abbott	F	GI	0.596008065478953	0.0377176027895873
lmer	pop	Pgm_T6	Abbott	F	KA	0.593468123176904	0.0323641893289858
lmer	pop	Pgm_T6	Abbott	F	MA	0.75527101870168	0.0332660652473325
lmer	pop	Pgm_T6	Abbott	F	MU	0.578659474409125	0.0341797126374257
lmer	pop	Pgm_T6	Abbott	F	RE	0.704335418655895	0.0352804144749587
lmer	pop	Pgm_T6	Abbott	F	UM	0.701054215985653	0.033224531160396
lmer	pop	Pgm_T6	Abbott	F	VA	0.608024698148959	0.0322956501733945
lmer	pop	Pgm_T6	Abbott	F	YE	0.587744374052824	0.0315570639798424
lmer	pop	Pgm_Total	Abbott	F	AK	0.47019778539934	0.0144288714321758
lmer	pop	Pgm_Total	Abbott	F	GI	0.452971295609646	0.0173098914220808
lmer	pop	Pgm_Total	Abbott	F	KA	0.422975128572012	0.0148523741524654
lmer	pop	Pgm_Total	Abbott	F	MA	0.576330095375048	0.0152670785674959
lmer	pop	Pgm_Total	Abbott	F	MU	0.464737381385986	0.0156834996949708
lmer	pop	Pgm_Total	Abbott	F	RE	0.520872162172208	0.0161913089105595
lmer	pop	Pgm_Total	Abbott	F	UM	0.505828150047209	0.0152456629536191
lmer	pop	Pgm_Total	Abbott	F	VA	0.406082865920108	0.0148169610440109
lmer	pop	Pgm_Total	Abbott	F	YE	0.466260234458884	0.0144826805382758
lmer	pop	Pgm_T4	Gibert	F	AK	0.49996224807581	0.0143538355800375
lmer	pop	Pgm_T4	Gibert	F	GI	0.490150723798062	0.0165346628528525
lmer	pop	Pgm_T4	Gibert	F	KA	0.463889767906034	0.0143416715214473
lmer	pop	Pgm_T4	Gibert	F	MA	0.496757482173098	0.0147784855641731
lmer	pop	Pgm_T4	Gibert	F	MU	0.514299147406851	0.0143538355800376
lmer	pop	Pgm_T4	Gibert	F	RE	0.44398878517822	0.0160158226193626
lmer	pop	Pgm_T4	Gibert	F	UM	0.504553468246304	0.0151096256138925
lmer	pop	Pgm_T4	Gibert	F	VA	0.504245763222421	0.0147106360694916
lmer	pop	Pgm_T4	Gibert	F	YE	0.515130871734085	0.0145571599143082
lmer	pop	Pgm_T5	Gibert	F	AK	0.600761748585222	0.0167057665500109
lmer	pop	Pgm_T5	Gibert	F	GI	0.564201140680696	0.0192585419319239
lmer	pop	Pgm_T5	Gibert	F	KA	0.56698515263423	0.0166956959410895
lmer	pop	Pgm_T5	Gibert	F	MA	0.642631740052408	0.0171851723646016
lmer	pop	Pgm_T5	Gibert	F	MU	0.623974246152332	0.0167057665500112
lmer	pop	Pgm_T5	Gibert	F	RE	0.583548244246393	0.0186518357828118
lmer	pop	Pgm_T5	Gibert	F	UM	0.604033558534326	0.017592720848412
lmer	pop	Pgm_T5	Gibert	F	VA	0.596786509536079	0.0171266150413
lmer	pop	Pgm_T5	Gibert	F	YE	0.607472220249758	0.0168829936450924
lmer	pop	Pgm_T6	Gibert	F	AK	0.741397142522584	0.0354635901446065
lmer	pop	Pgm_T6	Gibert	F	GI	0.739725733059965	0.0409197079574901
lmer	pop	Pgm_T6	Gibert	F	KA	0.865337939060197	0.0354535396060018
lmer	pop	Pgm_T6	Gibert	F	MA	0.832095765634881	0.0364337888510448
lmer	pop	Pgm_T6	Gibert	F	MU	0.804956316536573	0.0354635901446085
lmer	pop	Pgm_T6	Gibert	F	RE	0.826148347992866	0.0396248160359087
lmer	pop	Pgm_T6	Gibert	F	UM	0.817361566166978	0.0373656762244319
lmer	pop	Pgm_T6	Gibert	F	VA	0.789324191363615	0.0363719654260624
lmer	pop	Pgm_T6	Gibert	F	YE	0.762705755404169	0.0356536183902788
lmer	pop	Pgm_Total	Gibert	F	AK	0.609481420944872	0.0156276111603594
lmer	pop	Pgm_Total	Gibert	F	GI	0.590098145769967	0.0180225087493476
lmer	pop	Pgm_Total	Gibert	F	KA	0.613199257971224	0.0156202360960414
lmer	pop	Pgm_Total	Gibert	F	MA	0.640754989253557	0.0160679033797807
lmer	pop	Pgm_Total	Gibert	F	MU	0.634097110195346	0.0156276111603602
lmer	pop	Pgm_Total	Gibert	F	RE	0.611706812395519	0.0174536501076282
lmer	pop	Pgm_Total	Gibert	F	UM	0.633276586583553	0.0164608545558547
lmer	pop	Pgm_Total	Gibert	F	VA	0.624434857371372	0.016024031959279
lmer	pop	Pgm_Total	Gibert	F	YE	0.622736031160143	0.0157611850338534
lmer	pop	Pgm_T4	Schmidt	F	AK	0.484406913984285	0.0210833625416752
lmer	pop	Pgm_T4	Schmidt	F	GI	0.453382153211075	0.0263434997472939
lmer	pop	Pgm_T4	Schmidt	F	KA	0.512729877480782	0.0216310735569232
lmer	pop	Pgm_T4	Schmidt	F	MA	0.554535933154541	0.0217323160366345
lmer	pop	Pgm_T4	Schmidt	F	MU	0.489041403597038	0.021111020915324
lmer	pop	Pgm_T4	Schmidt	F	RE	0.505741402071912	0.0254525824402504
lmer	pop	Pgm_T4	Schmidt	F	UM	0.551818576739561	0.0244095103233186
lmer	pop	Pgm_T4	Schmidt	F	VA	0.400643168544216	0.022889139777792
lmer	pop	Pgm_T4	Schmidt	F	YE	0.502622348138838	0.021228114631017
lmer	pop	Pgm_T5	Schmidt	F	AK	0.739237959910273	0.0527190598414504
lmer	pop	Pgm_T5	Schmidt	F	GI	0.678727218245435	0.0656531976869241
lmer	pop	Pgm_T5	Schmidt	F	KA	0.788642670041832	0.0540886141396141
lmer	pop	Pgm_T5	Schmidt	F	MA	0.846087191141044	0.0542325808969495
lmer	pop	Pgm_T5	Schmidt	F	MU	0.778616743444738	0.0527566336633865
