Model	Predictor	Trait	Lab	Sex	Population	Estimate	SE
lmer	pop	CSM	Gonzalez	F	AK	1.3168013259172	0.0590679201873269
lmer	pop	CSM	Gonzalez	F	GI	1.16388804167993	0.0618288673356991
lmer	pop	CSM	Gonzalez	F	KA	1.21969578073459	0.0658370896785192
lmer	pop	CSM	Gonzalez	F	MA	1.23656695994411	0.0570656256565196
lmer	pop	CSM	Gonzalez	F	MU	1.27408557130329	0.0610867164865402
lmer	pop	CSM	Gonzalez	F	RE	1.1814833464207	0.0601359358574945
lmer	pop	CSM	Gonzalez	F	UM	1.11813934280008	0.0632873643366725
lmer	pop	CSM	Gonzalez	F	VA	1.19513958643999	0.0672856929488807
lmer	pop	CSM	Gonzalez	F	YE	1.25674718428197	0.0564703867136741
lmer	pop	CSM	Kozeretska	F	AK	0.885929004073302	0.167700178322195
lmer	pop	CSM	Kozeretska	F	GI	0.782503372734447	0.181299197738272
lmer	pop	CSM	Kozeretska	F	KA	0.74248912456232	0.173880167264431
lmer	pop	CSM	Kozeretska	F	MA	0.75776692087007	0.166839312344012
lmer	pop	CSM	Kozeretska	F	MU	0.753074216150197	0.169578380935394
lmer	pop	CSM	Kozeretska	F	RE	0.796857946316195	0.173496270733761
lmer	pop	CSM	Kozeretska	F	UM	0.681691348448809	0.174021563816377
lmer	pop	CSM	Kozeretska	F	VA	0.712649836334807	0.172829432442238
lmer	pop	CSM	Kozeretska	F	YE	0.820471643849873	0.170521504446838
lmer	pop	CSM	Vieira	F	AK	1.32472265225965	0.0588169636247862
lmer	pop	CSM	Vieira	F	GI	1.23350602085441	0.0665057133385919
lmer	pop	CSM	Vieira	F	KA	1.40770587751611	0.0613721591066975
lmer	pop	CSM	Vieira	F	MA	1.29843564160127	0.0598782835417598
lmer	pop	CSM	Vieira	F	MU	1.31943155566365	0.0627802625520154
lmer	pop	CSM	Vieira	F	RE	1.26163315366216	0.0706171311950412
lmer	pop	CSM	Vieira	F	UM	1.17886901409072	0.0572662371596337
lmer	pop	CSM	Vieira	F	VA	1.4366108540746	0.0702763935707234
lmer	pop	CSM	Vieira	F	YE	1.31552352074971	0.0606233386072666
lmer	pop	CSM	Gonzalez	M	AK	0.885492040474283	0.0851651896198905
lmer	pop	CSM	Gonzalez	M	GI	0.977711374293624	0.0877139869237191
lmer	pop	CSM	Gonzalez	M	KA	0.97449937757494	0.0911261688018692
lmer	pop	CSM	Gonzalez	M	MA	0.910179997978838	0.0834607520563927
lmer	pop	CSM	Gonzalez	M	MU	0.900779917131968	0.0869752306431025
lmer	pop	CSM	Gonzalez	M	RE	0.909876590336716	0.0859756883479623
lmer	pop	CSM	Gonzalez	M	UM	0.814757240886742	0.088926810534804
lmer	pop	CSM	Gonzalez	M	VA	0.837277779083262	0.0926347313364543
lmer	pop	CSM	Gonzalez	M	YE	1.04011070560766	0.0828832334094856
lmer	pop	CSM	Kozeretska	M	AK	1.12284037475276	0.182733190213467
lmer	pop	CSM	Kozeretska	M	GI	1.12982116590212	0.19322375359617
lmer	pop	CSM	Kozeretska	M	KA	0.962886081461313	0.187299169476403
lmer	pop	CSM	Kozeretska	M	MA	1.09007409874025	0.182096321732123
lmer	pop	CSM	Kozeretska	M	MU	0.963439543342069	0.184154378681085
lmer	pop	CSM	Kozeretska	M	RE	1.0449474018399	0.186910119111868
lmer	pop	CSM	Kozeretska	M	UM	0.985411665480654	0.187210918537209
lmer	pop	CSM	Kozeretska	M	VA	0.979324593812164	0.186380407945732
lmer	pop	CSM	Kozeretska	M	YE	1.18760305475961	0.185016043739321
lmer	pop	CSM	Vieira	M	AK	1.12134781213273	0.071157472024222
lmer	pop	CSM	Vieira	M	GI	1.07987320187327	0.0801035772513228
lmer	pop	CSM	Vieira	M	KA	1.24082444074291	0.0728956752976565
lmer	pop	CSM	Vieira	M	MA	1.11574137879519	0.0691626792874479
lmer	pop	CSM	Vieira	M	MU	1.38681651139837	0.0748197931259162
lmer	pop	CSM	Vieira	M	RE	1.14084407177902	0.0808990056585581
lmer	pop	CSM	Vieira	M	UM	1.03536344297345	0.0683813425018126
lmer	pop	CSM	Vieira	M	VA	1.24469203006996	0.0842017437871933
lmer	pop	CSM	Vieira	M	YE	1.3854526753518	0.0697583965436665
