"Lab","Diet","Sex","Population","Line","ReplicateVial","Observation_count","Batch_count","Batch_ids"
"Schmidt","NS",NA,"AK","AK1","Schmidt_1_AK1_1",43,1,"1"
"Schmidt","NS",NA,"AK","AK10","Schmidt_1_AK10_1",26,1,"1"
"Schmidt","NS",NA,"AK","AK11","Schmidt_1_AK11_1",19,1,"1"
"Schmidt","NS",NA,"AK","AK12","Schmidt_1_AK12_1",40,1,"1"
"Schmidt","NS",NA,"AK","AK13","Schmidt_1_AK13_1",14,1,"1"
"Schmidt","NS",NA,"AK","AK14","Schmidt_1_AK14_1",15,1,"1"
"Schmidt","NS",NA,"AK","AK15","Schmidt_1_AK15_1",19,1,"1"
"Schmidt","NS",NA,"AK","AK16","Schmidt_1_AK16_1",26,1,"1"
"Schmidt","NS",NA,"AK","AK17","Schmidt_1_AK17_1",27,1,"1"
"Schmidt","NS",NA,"AK","AK18","Schmidt_1_AK18_1",22,1,"1"
"Schmidt","NS",NA,"AK","AK2","Schmidt_1_AK2_1",30,1,"1"
"Schmidt","NS",NA,"AK","AK20","Schmidt_1_AK20_1",26,1,"1"
"Schmidt","NS",NA,"AK","AK21","Schmidt_1_AK21_1",12,1,"1"
"Schmidt","NS",NA,"AK","AK3","Schmidt_1_AK3_1",9,1,"1"
"Schmidt","NS",NA,"AK","AK4","Schmidt_1_AK4_1",25,1,"1"
"Schmidt","NS",NA,"AK","AK5","Schmidt_1_AK5_1",24,1,"1"
"Schmidt","NS",NA,"AK","AK6","Schmidt_1_AK6_1",31,1,"1"
"Schmidt","NS",NA,"AK","AK7","Schmidt_1_AK7_1",10,1,"1"
"Schmidt","NS",NA,"AK","AK8","Schmidt_1_AK8_1",24,1,"1"
"Schmidt","NS",NA,"AK","AK9","Schmidt_1_AK9_1",26,1,"1"
"Schmidt","NS",NA,"GI","GI1","Schmidt_1_GI1_1",8,1,"1"
"Schmidt","NS",NA,"GI","GI10","Schmidt_1_GI10_1",30,1,"1"
"Schmidt","NS",NA,"GI","GI11","Schmidt_1_GI11_1",36,1,"1"
"Schmidt","NS",NA,"GI","GI12","Schmidt_1_GI12_1",15,1,"1"
"Schmidt","NS",NA,"GI","GI13","Schmidt_1_GI13_1",5,1,"1"
"Schmidt","NS",NA,"GI","GI14","Schmidt_1_GI14_1",1,1,"1"
"Schmidt","NS",NA,"GI","GI15","Schmidt_1_GI15_1",15,1,"1"
"Schmidt","NS",NA,"GI","GI2","Schmidt_1_GI2_1",9,1,"1"
"Schmidt","NS",NA,"GI","GI3","Schmidt_1_GI3_1",2,1,"1"
"Schmidt","NS",NA,"GI","GI5","Schmidt_1_GI5_1",27,1,"1"
"Schmidt","NS",NA,"GI","GI7","Schmidt_1_GI7_1",1,1,"1"
"Schmidt","NS",NA,"GI","GI8","Schmidt_1_GI8_1",23,1,"1"
"Schmidt","NS",NA,"GI","GI9","Schmidt_1_GI9_1",11,1,"1"
"Schmidt","NS",NA,"KA","KA1","Schmidt_1_KA1_1",34,1,"1"
"Schmidt","NS",NA,"KA","KA10","Schmidt_1_KA10_1",29,1,"1"
"Schmidt","NS",NA,"KA","KA11","Schmidt_1_KA11_1",33,1,"1"
"Schmidt","NS",NA,"KA","KA13","Schmidt_1_KA13_1",30,1,"1"
