"Lab","Diet","Sex","Population","Line","Replicate_count","Replicate_ids","Observation_count","Batch_count","Batch_ids"
"Tauber","NS","M","AK","AK1",2,"Tauber_1_AK1_M_9; Tauber_2_AK1_M_2",10,2,"1; 2"
"Tauber","NS","M","AK","AK2",2,"Tauber_1_AK2_M_9; Tauber_2_AK2_M_2",9,2,"1; 2"
"Tauber","NS","M","AK","AK3",2,"Tauber_1_AK3_M_9; Tauber_2_AK3_M_2",7,2,"1; 2"
"Tauber","NS","M","AK","AK4",2,"Tauber_1_AK4_M_9; Tauber_2_AK4_M_2",10,2,"1; 2"
"Tauber","NS","M","AK","AK5",2,"Tauber_1_AK5_M_9; Tauber_2_AK5_M_2",10,2,"1; 2"
"Tauber","NS","M","AK","AK6",2,"Tauber_2_AK6_M_1; Tauber_2_AK6_M_2",8,1,"2"
"Tauber","NS","M","AK","AK7",1,"Tauber_2_AK7_M_1",8,1,"2"
"Tauber","NS","M","AK","AK8",1,"Tauber_2_AK8_M_1",9,1,"2"
"Tauber","NS","M","GI","GI1",1,"Tauber_2_GI1_M_1",5,1,"2"
"Tauber","NS","M","GI","GI2",2,"Tauber_1_GI2_M_8; Tauber_2_GI2_M_1",3,2,"1; 2"
"Tauber","NS","M","GI","GI3",2,"Tauber_1_GI3_M_8; Tauber_2_GI3_M_1",7,2,"1; 2"
"Tauber","NS","M","GI","GI4",2,"Tauber_1_GI4_M_8; Tauber_2_GI4_M_4",10,2,"1; 2"
"Tauber","NS","M","GI","GI5",2,"Tauber_1_GI5_M_8; Tauber_2_GI5_M_4",6,2,"1; 2"
"Tauber","NS","M","GI","GI6",2,"Tauber_1_GI6_M_8; Tauber_2_GI6_M_4",11,2,"1; 2"
"Tauber","NS","M","GI","GI7",2,"Tauber_1_GI7_M_8; Tauber_2_GI7_M_4",10,2,"1; 2"
"Tauber","NS","M","GI","GI8",2,"Tauber_1_GI8_M_8; Tauber_1_GI8_M_9",8,1,"1"
"Tauber","NS","M","GI","GI9",1,"Tauber_2_GI9_M_4",1,1,"2"
"Tauber","NS","M","KA","KA1",2,"Tauber_1_KA1_M_4; Tauber_2_KA1_M_10",4,2,"1; 2"
"Tauber","NS","M","KA","KA10",2,"Tauber_1_KA10_M_2; Tauber_2_KA10_M_7",5,2,"1; 2"
"Tauber","NS","M","KA","KA11",2,"Tauber_1_KA11_M_5; Tauber_2_KA11_M_7",6,2,"1; 2"
"Tauber","NS","M","KA","KA13",1,"Tauber_2_KA13_M_9",3,1,"2"
"Tauber","NS","M","KA","KA2",2,"Tauber_1_KA2_M_4; Tauber_2_KA2_M_10",10,2,"1; 2"
"Tauber","NS","M","KA","KA3",2,"Tauber_1_KA3_M_4; Tauber_2_KA3_M_10",6,2,"1; 2"
"Tauber","NS","M","KA","KA5",3,"Tauber_1_KA5_M_4; Tauber_1_KA5_M_5; Tauber_2_KA5_M_10",14,2,"1; 2"
"Tauber","NS","M","KA","KA6",2,"Tauber_1_KA6_M_5; Tauber_2_KA6_M_10",15,2,"1; 2"
"Tauber","NS","M","KA","KA7",2,"Tauber_1_KA7_M_5; Tauber_2_KA7_M_10",15,2,"1; 2"
"Tauber","NS","M","KA","KA9",2,"Tauber_1_KA9_M_5; Tauber_2_KA9_M_7",9,2,"1; 2"
"Tauber","NS","M","MA","MA12",2,"Tauber_1_MA12_M_6; Tauber_2_MA12_M_9",12,2,"1; 2"
"Tauber","NS","M","MA","MA13",2,"Tauber_1_MA13_M_6; Tauber_2_MA13_M_9",10,2,"1; 2"
"Tauber","NS","M","MA","MA16",2,"Tauber_1_MA16_M_6; Tauber_2_MA16_M_9",12,2,"1; 2"
"Tauber","NS","M","MA","MA18",2,"Tauber_1_MA18_M_6; Tauber_2_MA18_M_9",9,2,"1; 2"
"Tauber","NS","M","MA","MA19",3,"Tauber_1_MA19_M_6; Tauber_1_MA19_M_7; Tauber_2_MA19_M_10",12,2,"1; 2"
"Tauber","NS","M","MA","MA3",3,"Tauber_1_MA3_M_5; Tauber_2_MA3_M_5; Tauber_2_MA3_M_6",8,2,"1; 2"
"Tauber","NS","M","MA","MA5",2,"Tauber_1_MA5_M_5; Tauber_2_MA5_M_6",7,2,"1; 2"
"Tauber","NS","M","MA","MA6",3,"Tauber_1_MA6_M_5; Tauber_1_MA6_M_6; Tauber_2_MA6_M_6",6,2,"1; 2"
"Tauber","NS","M","MA","MA7",2,"Tauber_1_MA7_M_6; Tauber_2_MA7_M_6",4,2,"1; 2"
"Tauber","NS","M","MA","MA9",2,"Tauber_1_MA9_M_6; Tauber_2_MA9_M_6",3,2,"1; 2"
"Tauber","NS","M","MU","MU1",1,"Tauber_1_MU1_M_9",2,1,"1"
"Tauber","NS","M","MU","MU10",1,"Tauber_2_MU10_M_2",6,1,"2"
"Tauber","NS","M","MU","MU2",2,"Tauber_1_MU2_M_7; Tauber_2_MU2_M_3",6,2,"1; 2"
"Tauber","NS","M","MU","MU3",2,"Tauber_1_MU3_M_9; Tauber_2_MU3_M_3",8,2,"1; 2"
"Tauber","NS","M","MU","MU4",1,"Tauber_1_MU4_M_9",1,1,"1"
"Tauber","NS","M","MU","MU5",2,"Tauber_1_MU5_M_9; Tauber_2_MU5_M_3",6,2,"1; 2"
"Tauber","NS","M","MU","MU6",2,"Tauber_1_MU6_M_9; Tauber_2_MU6_M_3",6,2,"1; 2"
"Tauber","NS","M","MU","MU7",1,"Tauber_2_MU7_M_3",3,1,"2"
"Tauber","NS","M","MU","MU8",1,"Tauber_2_MU8_M_3",2,1,"2"
"Tauber","NS","M","MU","MU9",3,"Tauber_1_MU9_M_9; Tauber_2_MU9_M_2; Tauber_2_MU9_M_3",9,2,"1; 2"
"Tauber","NS","M","RE","RE10",1,"Tauber_1_RE10_M_2",4,1,"1"
"Tauber","NS","M","RE","RE11",1,"Tauber_1_RE11_M_1",7,1,"1"
"Tauber","NS","M","RE","RE2",1,"Tauber_1_RE2_M_2",8,1,"1"
"Tauber","NS","M","RE","RE3",1,"Tauber_1_RE3_M_2",7,1,"1"
"Tauber","NS","M","RE","RE4",1,"Tauber_1_RE4_M_2",5,1,"1"
"Tauber","NS","M","RE","RE6",1,"Tauber_1_RE6_M_2",13,1,"1"
"Tauber","NS","M","RE","RE7",1,"Tauber_1_RE7_M_2",2,1,"1"
"Tauber","NS","M","RE","RE8",1,"Tauber_1_RE8_M_2",2,1,"1"
"Tauber","NS","M","UM","UM13",2,"Tauber_1_UM13_M_7; Tauber_2_UM13_M_5",9,2,"1; 2"
"Tauber","NS","M","UM","UM17",1,"Tauber_2_UM17_M_5",7,1,"2"
"Tauber","NS","M","UM","UM18",2,"Tauber_1_UM18_M_8; Tauber_2_UM18_M_5",8,2,"1; 2"
"Tauber","NS","M","UM","UM2",1,"Tauber_1_UM2_M_7",3,1,"1"
"Tauber","NS","M","UM","UM4",1,"Tauber_1_UM4_M_7",7,1,"1"
"Tauber","NS","M","UM","UM5",2,"Tauber_1_UM5_M_7; Tauber_2_UM5_M_5",14,2,"1; 2"
"Tauber","NS","M","UM","UM6",2,"Tauber_1_UM6_M_7; Tauber_2_UM6_M_5",5,2,"1; 2"
"Tauber","NS","M","UM","UM7",2,"Tauber_1_UM7_M_7; Tauber_2_UM7_M_5",6,2,"1; 2"
"Tauber","NS","M","UM","UM9",2,"Tauber_1_UM9_M_7; Tauber_2_UM9_M_5",12,2,"1; 2"
"Tauber","NS","M","VA","VA11",2,"Tauber_1_VA11_M_1; Tauber_2_VA11_M_7",13,2,"1; 2"
"Tauber","NS","M","VA","VA15",3,"Tauber_1_VA15_M_1; Tauber_2_VA15_M_7; Tauber_2_VA15_M_8",10,2,"1; 2"
"Tauber","NS","M","VA","VA18",2,"Tauber_1_VA18_M_1; Tauber_2_VA18_M_8",15,2,"1; 2"
"Tauber","NS","M","VA","VA22",2,"Tauber_1_VA22_M_1; Tauber_1_VA22_M_4",8,1,"1"
"Tauber","NS","M","VA","VA26",2,"Tauber_1_VA26_M_4; Tauber_2_VA26_M_8",7,2,"1; 2"
"Tauber","NS","M","VA","VA30",1,"Tauber_2_VA30_M_8",2,1,"2"
"Tauber","NS","M","VA","VA34",1,"Tauber_1_VA34_M_4",2,1,"1"
"Tauber","NS","M","VA","VA6",2,"Tauber_1_VA6_M_1; Tauber_2_VA6_M_7",10,2,"1; 2"
"Tauber","NS","M","VA","VA9",2,"Tauber_1_VA9_M_1; Tauber_2_VA9_M_7",10,2,"1; 2"
"Tauber","NS","M","YE","YE11",1,"Tauber_2_YE11_M_9",1,1,"2"
"Tauber","NS","M","YE","YE13",1,"Tauber_1_YE13_M_3",10,1,"1"
"Tauber","NS","M","YE","YE14",1,"Tauber_1_YE14_M_3",10,1,"1"
"Tauber","NS","M","YE","YE15",1,"Tauber_1_YE15_M_3",6,1,"1"
"Tauber","NS","M","YE","YE19",1,"Tauber_1_YE19_M_3",7,1,"1"
"Tauber","NS","M","YE","YE20",1,"Tauber_1_YE20_M_3",3,1,"1"
"Tauber","NS","M","YE","YE21",1,"Tauber_1_YE21_M_2",2,1,"1"
"Tauber","NS","M","YE","YE22",1,"Tauber_1_YE22_M_2",2,1,"1"
"Tauber","NS","M","YE","YE24",1,"Tauber_1_YE24_M_2",5,1,"1"
"Tauber","NS","M","YE","YE26",1,"Tauber_2_YE26_M_8",3,1,"2"
"Tauber","NS","M","YE","YE27",2,"Tauber_1_YE27_M_3; Tauber_2_YE27_M_8",7,2,"1; 2"
"Tauber","NS","M","YE","YE33",2,"Tauber_1_YE33_M_3; Tauber_2_YE33_M_8",4,2,"1; 2"
"Tauber","NS","M","YE","YE40",1,"Tauber_1_YE40_M_3",3,1,"1"
"Tauber","NS","M","YE","YE41",1,"Tauber_2_YE41_M_9",8,1,"2"
"Tauber","NS","M","YE","YE48",1,"Tauber_2_YE48_M_6",5,1,"2"
"Tauber","NS","M","YE","YE49",2,"Tauber_1_YE49_M_3; Tauber_2_YE49_M_6",4,2,"1; 2"
"Tauber","NS","M","YE","YE51",2,"Tauber_1_YE51_M_3; Tauber_2_YE51_M_6",7,2,"1; 2"
"Tauber","NS","M","YE","YE69",1,"Tauber_1_YE69_M_3",3,1,"1"
"Tauber","NS","M","YE","YE80",1,"Tauber_1_YE80_M_3",2,1,"1"
