Model	Predictor	Trait	Lab	Sex	Population	Estimate	SE
glmer	pop	Dia	Bergland	F	AK	0.186059642160968	0.308263987022616
glmer	pop	Dia	Bergland	F	GI	0.309694614147182	0.306417303305035
glmer	pop	Dia	Bergland	F	KA	0.566032665656679	0.297177172311849
glmer	pop	Dia	Bergland	F	MA	1.06498109120411	0.300069158930497
glmer	pop	Dia	Bergland	F	MU	0.936839283324799	0.328864118781225
glmer	pop	Dia	Bergland	F	RE	0.334432654467627	0.353551350007114
glmer	pop	Dia	Bergland	F	UM	1.43317696613887	0.320995772089951
glmer	pop	Dia	Bergland	F	VA	1.08034518550271	0.380223570919975
glmer	pop	Dia	Bergland	F	YE	1.02306066469017	0.275556166821008
glmer	pop	Dia	Flatt	F	AK	3.55017486024201	0.603845884297216
glmer	pop	Dia	Flatt	F	GI	3.54323993724484	0.617410931983137
glmer	pop	Dia	Flatt	F	KA	4.82144417249439	0.813153112594066
glmer	pop	Dia	Flatt	F	MA	3.55679253612678	0.573487255288067
glmer	pop	Dia	Flatt	F	MU	4.25625324972747	0.669426382586607
glmer	pop	Dia	Flatt	F	RE	3.72452560504223	0.640647376572881
glmer	pop	Dia	Flatt	F	UM	4.96627254498319	0.767521472696359
glmer	pop	Dia	Flatt	F	VA	3.04721051928513	0.662594262014396
glmer	pop	Dia	Flatt	F	YE	3.69360692653293	0.580519354675887
glmer	pop	Dia	Schlotterer	F	AK	0.00671182104881991	0.357740147079024
glmer	pop	Dia	Schlotterer	F	GI	0.57212020540988	0.380843278131464
glmer	pop	Dia	Schlotterer	F	KA	0.895394885911826	0.372655209229284
glmer	pop	Dia	Schlotterer	F	MA	0.989426961130178	0.355418088266633
glmer	pop	Dia	Schlotterer	F	MU	0.963201336085091	0.37556260973156
glmer	pop	Dia	Schlotterer	F	RE	1.37987375273233	0.401598227401916
glmer	pop	Dia	Schlotterer	F	UM	2.418698363878	0.44047028144692
glmer	pop	Dia	Schlotterer	F	VA	1.37453910103198	0.506341774324702
glmer	pop	Dia	Schlotterer	F	YE	0.96356920739634	0.343592263099073
