Model	Predictor	Trait	Lab	Sex	Population	Estimate	SE
lmer	pop	DT_P	Schmidt	NA	AK	125.637522682161	3.17495044452875
lmer	pop	DT_P	Schmidt	NA	GI	140.182922616036	3.765416694945
lmer	pop	DT_P	Schmidt	NA	KA	125.740185764529	3.24812743073837
lmer	pop	DT_P	Schmidt	NA	MA	132.196942386413	3.06379130238032
lmer	pop	DT_P	Schmidt	NA	MU	129.421165928466	3.30580442192971
lmer	pop	DT_P	Schmidt	NA	RE	135.488022890856	3.50038902893686
lmer	pop	DT_P	Schmidt	NA	UM	132.172394425384	3.34196110691928
lmer	pop	DT_P	Schmidt	NA	VA	136.142501725754	3.79697768447591
lmer	pop	DT_P	Schmidt	NA	YE	133.900956106468	3.00205436017528
lmer	pop	DT_A	Gibert	F	AK	221.433458124511	1.75702264852723
lmer	pop	DT_A	Gibert	F	GI	226.768888829191	1.89673119830751
lmer	pop	DT_A	Gibert	F	KA	221.985836464058	1.81783055849059
lmer	pop	DT_A	Gibert	F	MA	221.842914635092	1.72055705080788
lmer	pop	DT_A	Gibert	F	MU	222.148202534456	1.85395390784733
lmer	pop	DT_A	Gibert	F	RE	228.309850014264	1.89689545276769
lmer	pop	DT_A	Gibert	F	UM	225.647392424925	1.73593913200727
lmer	pop	DT_A	Gibert	F	VA	221.599999178163	2.07058431582108
lmer	pop	DT_A	Gibert	F	YE	217.12189956793	1.73632969788479
lmer	pop	DT_A	Grath	F	AK	305.50264992256	4.14526333158055
lmer	pop	DT_A	Grath	F	MU	301.505965012468	4.15946315841878
lmer	pop	DT_A	Grath	F	RE	320.974547100933	3.74808274902684
lmer	pop	DT_A	Hoedjes	F	AK	230.696025624248	1.43653056878804
lmer	pop	DT_A	Hoedjes	F	GI	238.275989895863	1.54187048202572
lmer	pop	DT_A	Hoedjes	F	KA	230.511617748901	1.46679847410729
lmer	pop	DT_A	Hoedjes	F	MA	232.577213289819	1.38690140445344
lmer	pop	DT_A	Hoedjes	F	MU	229.141489172531	1.49145477146169
lmer	pop	DT_A	Hoedjes	F	RE	236.862460544798	1.58392518143794
lmer	pop	DT_A	Hoedjes	F	UM	232.653830587956	1.44246701090262
lmer	pop	DT_A	Hoedjes	F	VA	229.004951326297	1.67297458995113
lmer	pop	DT_A	Hoedjes	F	YE	232.752932497259	1.40391064153264
lmer	pop	DT_A	Schmidt	F	AK	218.464390987148	4.93856901568793
lmer	pop	DT_A	Schmidt	F	GI	226.629771850219	6.22952982351378
lmer	pop	DT_A	Schmidt	F	KA	220.28717568259	5.02684994357695
lmer	pop	DT_A	Schmidt	F	MA	225.318884412298	4.75852625267196
lmer	pop	DT_A	Schmidt	F	MU	223.284893659636	5.13112856917489
lmer	pop	DT_A	Schmidt	F	RE	230.570361154721	5.49649077570343
lmer	pop	DT_A	Schmidt	F	UM	224.326413428213	5.16551083299961
lmer	pop	DT_A	Schmidt	F	VA	240.417469870403	5.90186245147794
lmer	pop	DT_A	Schmidt	F	YE	222.596891283179	4.69718782576874
lmer	pop	DT_A	StamenkovicRadak	F	AK	236.247255735985	5.24614340732753
lmer	pop	DT_A	StamenkovicRadak	F	GI	245.577103712248	5.56301263159576
lmer	pop	DT_A	StamenkovicRadak	F	KA	229.614219294705	5.18143533249609
lmer	pop	DT_A	StamenkovicRadak	F	MA	247.369838593501	4.98977650342183
lmer	pop	DT_A	StamenkovicRadak	F	MU	237.519582801282	5.24518491431395
lmer	pop	DT_A	StamenkovicRadak	F	RE	255.081484509232	5.29813936613117
lmer	pop	DT_A	StamenkovicRadak	F	UM	251.322795605207	5.12755874072385
lmer	pop	DT_A	StamenkovicRadak	F	VA	252.79897812433	5.82358612977636
lmer	pop	DT_A	StamenkovicRadak	F	YE	240.073151137751	4.98441349018721
lmer	pop	DT_A	Zwaan	F	AK	220.556061060309	2.23533642555855
lmer	pop	DT_A	Zwaan	F	GI	225.593419987587	2.30256171659886
lmer	pop	DT_A	Zwaan	F	KA	223.514697727384	2.25828667835289
lmer	pop	DT_A	Zwaan	F	MA	224.145323224729	2.19210056442525
lmer	pop	DT_A	Zwaan	F	MU	221.759863596129	2.28791171330979
lmer	pop	DT_A	Zwaan	F	RE	226.948275499345	2.29314252806149
lmer	pop	DT_A	Zwaan	F	UM	222.568403741631	2.2011501760638
lmer	pop	DT_A	Zwaan	F	VA	224.272705995114	2.41845289982042
lmer	pop	DT_A	Zwaan	F	YE	221.159973731798	2.22298511451892
lmer	pop	DT_A	Gibert	M	AK	225.956039684843	1.58346216974544
lmer	pop	DT_A	Gibert	M	GI	232.144288225009	1.71066102149377
lmer	pop	DT_A	Gibert	M	KA	225.892554363968	1.64129579626011
lmer	pop	DT_A	Gibert	M	MA	225.246220933771	1.54940530682621
lmer	pop	DT_A	Gibert	M	MU	226.270452180965	1.670786238777
lmer	pop	DT_A	Gibert	M	RE	228.450815420886	1.69345815790874
lmer	pop	DT_A	Gibert	M	UM	229.79052146931	1.56047332641188
lmer	pop	DT_A	Gibert	M	VA	226.512077986616	1.8713935131379
lmer	pop	DT_A	Gibert	M	YE	223.102881913471	1.56227097467855
lmer	pop	DT_A	Grath	M	AK	312.579579637414	5.16761970555819
lmer	pop	DT_A	Grath	M	MU	307.159784401232	5.17300057995048
lmer	pop	DT_A	Grath	M	RE	322.926579423562	4.6003266183064
lmer	pop	DT_A	Hoedjes	M	AK	237.566538494449	1.62361012015717
lmer	pop	DT_A	Hoedjes	M	GI	244.726576424446	1.71964881276834
lmer	pop	DT_A	Hoedjes	M	KA	235.157280173117	1.65176327229137
lmer	pop	DT_A	Hoedjes	M	MA	238.616425331056	1.55980033777829
lmer	pop	DT_A	Hoedjes	M	MU	235.773566636492	1.67260805198765
lmer	pop	DT_A	Hoedjes	M	RE	243.096765830013	1.77360937160226
lmer	pop	DT_A	Hoedjes	M	UM	238.187165684413	1.62062213149837
lmer	pop	DT_A	Hoedjes	M	VA	234.574037640805	1.84657189389306
lmer	pop	DT_A	Hoedjes	M	YE	238.369333534275	1.59791220236533
lmer	pop	DT_A	Schmidt	M	AK	224.588147471423	5.29543652548878
lmer	pop	DT_A	Schmidt	M	GI	243.007571235473	6.44147587489237
lmer	pop	DT_A	Schmidt	M	KA	218.26344727844	5.52438815690808
lmer	pop	DT_A	Schmidt	M	MA	229.111419582052	5.13894765233748
lmer	pop	DT_A	Schmidt	M	MU	226.315703124165	5.65366034729459
lmer	pop	DT_A	Schmidt	M	RE	232.972837926915	5.93835721744806
lmer	pop	DT_A	Schmidt	M	UM	230.416396446001	5.56618915017711
lmer	pop	DT_A	Schmidt	M	VA	244.717034640833	6.34734422499675
lmer	pop	DT_A	Schmidt	M	YE	224.93499374793	5.07830461716419
lmer	pop	DT_A	StamenkovicRadak	M	AK	241.043020514312	5.08934100162586
lmer	pop	DT_A	StamenkovicRadak	M	GI	252.111986340403	5.39659714596456
lmer	pop	DT_A	StamenkovicRadak	M	KA	235.105228391899	5.02956608807132
lmer	pop	DT_A	StamenkovicRadak	M	MA	251.272996775836	4.84164572872981
lmer	pop	DT_A	StamenkovicRadak	M	MU	243.020031455397	5.09068284855097
lmer	pop	DT_A	StamenkovicRadak	M	RE	260.108369873047	5.14015423223178
lmer	pop	DT_A	StamenkovicRadak	M	UM	254.291298920833	4.99063985900344
lmer	pop	DT_A	StamenkovicRadak	M	VA	259.924110330074	5.64063617478319
lmer	pop	DT_A	StamenkovicRadak	M	YE	245.565632068067	4.84511562837077
lmer	pop	DT_A	Zwaan	M	AK	225.851425072407	2.46458068165372
lmer	pop	DT_A	Zwaan	M	GI	230.122967765113	2.53921457731622
